1 - 3 inning,4 - 6 inning,7 - ? inning,no out,1 out,2 out,base_o,base_x,out,hit,ball,batterName,batterClass,pitcherName,pitcherClass
0,0,1,1,0,0,0,1,1,0,0,1 이성곤,-1,서진용,5
0,0,1,0,0,1,1,0,1,0,0,4 이성곤,-1,황덕균,-1
0,0,1,1,0,0,0,1,0,1,0,4 이성곤,-1,양훈,-1
0,0,1,1,0,0,1,0,1,0,0,4 이성곤,-1,김시현,-1
0,0,1,0,1,0,1,0,1,0,0,6 이성곤,-1,민태호,6
0,1,0,1,0,0,0,1,1,0,0,1 이성곤,-1,진해수,3
0,0,1,1,0,0,0,1,1,0,0,1 이성곤,-1,고효준,2
0,0,1,0,1,0,0,1,1,0,0,3 이성곤,-1,전유수,3
0,0,1,1,0,0,0,1,0,1,0,3 이성곤,-1,윤길현,2
0,1,0,0,0,1,0,1,0,1,0,3 이성곤,-1,노성호,5
0,1,0,0,0,1,0,1,1,0,0,3 이성곤,-1,이혜천,-1
0,0,1,0,0,1,0,1,1,0,0,3 이성곤,-1,김진성,3
0,0,1,0,1,0,1,0,1,0,0,3 이성곤,-1,박명환,-1
